,PERMNO,year,ret,price
445,10107,1995,0.329182755,99.56770833
446,10107,1996,1.104055572,117.671875
447,10107,1997,0.715132461,117.7916667
448,10107,1998,0.664359363,112.453125
449,10107,1999,-0.11295887,89.59244833
450,10107,2000,-0.087500849,62.85354167
451,10107,2001,-0.250684953,58.60416667
452,10107,2002,-0.059357864,39.56916667
453,10107,2003,0.120701978,26.665
454,10107,2004,-0.021373875,26.37416667
455,10107,2005,-0.049616272,25.88166667
456,10107,2006,0.282243447,28.50334167
457,10107,2007,-0.052727261,30.47665833
458,10107,2008,-0.114384772,21.51916667
459,10107,2009,-0.013188569,27.249375
460,10107,2010,0.157642138,25.851875
461,10107,2011,0.208609826,28.53166667
462,10107,2012,0.163544217,29.85955833
463,10107,2013,0.241741483,37.47041667
464,10107,2014,0.086906673,45.05958333
465,10107,2015,0.191341979,51.01583333
466,10107,2016,0.380271108,62.98166667
467,10108,1990,-0.309278776,15.125
468,10108,1991,0.522388183,19.86458333
469,10108,1992,0.205883766,29.04166667
470,10108,1993,0.178862189,37.453125
471,10108,1994,0.441380493,41.01041667
472,10108,1995,0.535887217,31.67708333
473,10108,1996,0.158879462,43.33333333
474,10108,1997,0.650537729,34.41145833
475,10108,1998,-0.100976041,35.09895833
476,10108,1999,-0.101449027,28.88541667
477,10108,2000,0.93613139,46.56895833
478,10108,2001,-0.117628425,27.88916667
479,10108,2002,-0.021525065,22.29
480,10108,2003,0.003473892,27.57583333
481,10108,2004,0.352690291,28.51583333
482,10108,2005,0.020472,35.89
483,10114,1990,-0.773504196,5.354166667
484,10114,1991,0.962263886,5.4921875
485,10114,1992,3.596152793,17.23958333
486,10114,1993,-0.185670303,22.71614583
487,10114,1994,0.136801492,16.0625
488,10114,1995,-0.477966382,16.46875
489,10114,1996,-0.57142844,5.2981775
490,10114,1997,0.439392489,5.0390625
491,10114,1998,0.073685781,7.747395833
492,10114,1999,-0.774509722,4.842448333
493,10114,2000,2.394780242,1.840416667
494,10114,2001,-0.276639672,4.4425
495,10114,2002,-0.784702471,1.034166667
496,10114,2003,-0.552631504,0.59675
497,10114,2004,-0.529412,0.16
498,10116,1990,0.095888954,3.59375
499,10116,1991,0.300001704,6.744791667
500,10116,1992,-0.240384738,6.807291667
501,10116,1993,-0.227847976,4.953125
502,10116,1994,-0.524590533,2.301136364
503,10116,1995,2.172415061,4.770833333
504,10116,1996,-0.195651902,4.78125
505,10116,1997,-0.486486429,2.744791667
506,10116,1998,0.026316157,1.703125
507,10116,1999,-0.512820335,1.770833333
508,10116,2000,-0.15789423,1.1875
509,10116,2008,-0.247797963,6.6975
510,10116,2009,-0.580267957,4.601666667
511,10116,2010,0.541834101,3.2975
512,10116,2011,-0.188631303,3.3625
513,10116,2012,-0.401273447,1.953333333
514,10116,2013,-0.420212962,1.596666667
515,10116,2014,-0.094494841,0.757158333
516,10116,2015,-0.625126437,2.347083333
517,10116,2016,-0.708702519,1.196042857
518,10127,1990,-0.471401496,-1.442708333
519,10127,1991,0.233333829,-0.963541667
520,10127,1992,-0.405404321,-2.541666667
521,10127,1993,-0.068180892,-0.880208333
522,10127,1994,1.097561413,0.822916667
523,10127,1995,-0.162790979,2.96875
524,10127,1996,-0.472221697,0.791666667
525,10127,1997,-0.105262527,-0.940104167
526,10127,1998,0.094017368,-1.145833333
527,10127,1999,0.034326948,0.716145833
528,10127,2000,0.696969755,1.066405833
529,10127,2001,0.287143809,1.178888889
530,10128,1994,-0.509258789,0.628905833
531,10128,1995,0.566034865,0.783855
532,10128,1996,1.125302959,1.122395833
533,10128,1997,0.350000536,3.268229167
534,10128,1998,0.224999693,4.723958333
535,10128,1999,-0.216665402,3.674479167
536,10128,2000,-0.851063822,1.370535714
537,10136,1990,-0.104651511,8.65625
538,10136,1991,-0.052284801,4.463541667
539,10136,1992,1.17451614,7
540,10136,1993,-0.365714729,9.984375
541,10136,1994,0.057838637,8.375
542,10136,1995,0.447367216,11.2890625
543,10140,1990,0.107334737,21.08333333
544,10140,1991,0.032485364,23.4375
545,10140,1992,-0.331110641,22
546,10140,1993,-0.031307546,14.86458333
547,10140,1994,0.128471141,17.30208333
548,10140,1995,-0.324285113,12.24479167
549,10140,1996,0.114717711,11.26041667
550,10140,1997,0.072916414,12.61458333
551,10141,1990,-0.081967823,6.229166667
552,10141,1991,0.72857232,9.34375
553,10141,1992,-0.272726313,10.36458333
554,10141,1993,0.531249188,11.95833333
555,10141,1994,-0.23469312,12.82291667
556,10141,1995,-0.786666629,5.908854167
557,10143,1990,1.634918094,3.255208333
558,10143,1991,-0.036143656,6.510416667
559,10143,1992,-0.100000118,5.15625
560,10143,1993,-0.305556038,3.755208333
561,10143,1994,0.400000731,3.177083333
562,10143,1995,1.285714616,8.098958333
563,10143,1996,-0.462499185,6.90625
564,10143,1997,0.046510054,7.291666667
565,10143,1998,-0.244444691,4.091145833
566,10143,1999,5.779418511,12.10416667
567,10143,2000,0.825248673,54.8510425
568,10143,2001,-0.537744858,38.50583333
569,10143,2002,0.324560903,20.30075
570,10143,2003,1.187573389,43.90166667
571,10143,2004,-0.419790373,54.58625
572,10143,2005,-0.193539484,29.980825
573,10143,2006,0.098602506,35.70416667
574,10143,2007,0.141120289,38.46166667
575,10143,2008,-0.316795821,39.18166667
576,10143,2009,1.032590184,40.53818182
577,10145,1990,-0.04607368,29.39583333
578,10145,1991,0.674022882,46.44791667
579,10145,1992,0.264234752,60.15625
580,10145,1993,0.054699987,61.27083333
581,10145,1994,0.310566634,37.36458333
582,10145,1995,0.305236674,50.59375
583,10145,1996,0.490710341,69.91666667
584,10145,1997,0.071080884,48.640625
585,10145,1998,0.440869252,45.81770833
586,10145,1999,-0.45833344,54.48958333
587,10145,2000,0.051932928,43.759375
588,10145,2001,0.032773168,34.84583333
589,10145,2002,-0.215666262,25.27166667
590,10145,2003,0.396862533,32.27333333
591,10145,2004,0.021820033,36.1375
592,10145,2005,0.12468641,39.0975
593,10145,2006,0.425862051,46.265
594,10145,2007,-0.090186498,57.83833333
595,10145,2008,-0.352876709,34.7475
596,10145,2009,0.281590676,39.62583333
597,10145,2010,0.56554397,52.48666667
598,10145,2011,-0.037583887,54.71166667
599,10145,2012,0.455445986,67.27666667
600,10145,2013,0.194948384,89.13583333
601,10145,2014,0.119093234,98.93583333
602,10145,2015,0.166071746,105.9025
603,10145,2016,0.177085903,121.1841667
604,10147,1990,0.800000258,8.375
605,10147,1991,0.753086417,11.60416667
606,10147,1992,2.781692282,23.90625
607,10147,1993,0.206702938,23.65625
608,10147,1994,0.796297568,19.83333333
609,10147,1995,-0.237113766,19.51041667
610,10147,1996,1.108105648,31.45833333
